playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8475883,2025,Frederik Andersen,CAR,G,4on5,8,3293.0,2.92,2.0,47.0,2.44,2.0,6.52,5.0,28.03,23.0,0.59,0.0,15.73,15.0,8.44,12.0,2.84,25.0,10.0,2.0,0.9,1.25,0.78,0.0,1.0,1.0,10.0,0.0,0.0
8475883,2025,Frederik Andersen,CAR,G,5on4,8,3514.0,0.93,0.0,12.0,0.35,1.0,1.33,0.0,8.15,10.0,1.53,0.0,2.07,3.0,5.09,6.0,0.9,6.0,2.0,2.0,0.17,0.24,0.51,0.0,0.0,0.0,2.0,0.0,0.0
8475809,2025,Scott Wedgewood,COL,G,other,8,997.0,1.62,4.0,18.0,0.9,0.0,1.89,2.0,9.85,11.0,0.26,0.0,5.52,7.0,2.71,0.0,1.57,6.0,6.0,1.0,0.35,0.83,0.43,1.0,2.0,1.0,5.0,0.0,0.0
8475809,2025,Scott Wedgewood,COL,G,all,8,26105.0,18.03,16.0,418.0,15.25,24.0,55.41,53.0,215.76,187.0,8.48,1.0,111.75,101.0,83.02,96.0,17.29,219.0,49.0,23.0,5.06,6.25,6.71,4.0,7.0,5.0,127.0,0.0,0.0
8475809,2025,Scott Wedgewood,COL,G,5on5,8,21191.0,12.15,9.0,328.0,10.24,17.0,42.67,42.0,162.37,135.0,6.88,1.0,83.8,72.0,65.56,79.0,11.79,169.0,36.0,15.0,3.92,4.46,3.77,3.0,4.0,2.0,108.0,0.0,0.0
8475809,2025,Scott Wedgewood,COL,G,4on5,8,2050.0,3.6,2.0,62.0,3.7,7.0,9.5,9.0,36.65,32.0,0.21,0.0,19.76,18.0,10.14,12.0,3.28,36.0,6.0,6.0,0.65,0.76,2.2,0.0,1.0,1.0,14.0,0.0,0.0
8475809,2025,Scott Wedgewood,COL,G,5on4,8,1867.0,0.66,1.0,10.0,0.41,0.0,1.34,0.0,6.89,9.0,1.13,0.0,2.67,4.0,4.61,5.0,0.66,8.0,1.0,1.0,0.14,0.2,0.32,0.0,0.0,1.0,0.0,0.0,0.0
8478024,2025,Ville Husso,ANA,G,other,2,333.0,0.27,0.0,5.0,0.2,0.0,0.55,0.0,2.93,1.0,0.02,0.0,1.4,0.0,1.47,4.0,0.27,3.0,1.0,0.0,0.1,0.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8478024,2025,Ville Husso,ANA,G,all,2,5103.0,4.22,3.0,56.0,2.82,6.0,8.34,6.0,36.71,30.0,1.59,0.0,18.4,13.0,12.97,20.0,3.81,28.0,15.0,5.0,0.8,1.84,1.58,0.0,3.0,0.0,8.0,2.0,1.0
8478024,2025,Ville Husso,ANA,G,5on5,2,4113.0,2.95,2.0,41.0,1.98,6.0,6.67,5.0,27.34,23.0,1.49,0.0,12.97,8.0,9.53,14.0,2.55,20.0,11.0,4.0,0.57,1.3,1.08,0.0,2.0,0.0,6.0,0.0,0.0
8478024,2025,Ville Husso,ANA,G,4on5,2,583.0,1.01,1.0,10.0,0.65,0.0,1.12,1.0,6.44,6.0,0.02,0.0,4.03,5.0,1.98,2.0,0.99,5.0,3.0,1.0,0.14,0.37,0.5,0.0,1.0,0.0,1.0,2.0,1.0
8478024,2025,Ville Husso,ANA,G,5on4,2,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482487,2025,Jakub Dobes,MTL,G,other,12,2332.0,3.15,1.0,62.0,2.17,3.0,6.12,3.0,29.26,32.0,0.44,0.0,18.47,22.0,9.01,11.0,2.93,28.0,10.0,2.0,1.24,1.19,0.71,0.0,1.0,0.0,22.0,0.0,0.0
8482487,2025,Jakub Dobes,MTL,G,all,12,44213.0,36.08,28.0,740.0,26.3,39.0,95.48,71.0,386.11,327.0,11.26,2.0,213.38,231.0,142.42,156.0,34.55,391.0,104.0,32.0,12.32,12.27,11.48,13.0,9.0,6.0,213.0,4.0,2.0
8482487,2025,Jakub Dobes,MTL,G,5on5,12,33075.0,21.86,17.0,532.0,17.19,27.0,70.84,55.0,271.41,228.0,8.14,1.0,146.41,153.0,106.28,119.0,20.94,283.0,70.0,19.0,8.67,8.28,4.91,11.0,4.0,2.0,160.0,4.0,2.0
8482487,2025,Jakub Dobes,MTL,G,4on5,12,4181.0,10.68,10.0,139.0,6.78,9.0,17.96,13.0,81.61,65.0,0.34,0.0,47.35,56.0,24.5,21.0,10.31,78.0,21.0,11.0,2.36,2.45,5.87,2.0,4.0,4.0,29.0,0.0,0.0
8482487,2025,Jakub Dobes,MTL,G,5on4,12,4625.0,0.4,0.0,7.0,0.15,0.0,0.56,0.0,3.83,2.0,2.34,1.0,1.15,0.0,2.64,5.0,0.36,2.0,3.0,0.0,0.05,0.35,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8481668,2025,Arturs Silovs,PIT,G,other,3,343.0,0.5,0.0,9.0,0.54,0.0,1.44,0.0,6.35,8.0,0.07,0.0,4.53,5.0,1.75,4.0,0.49,8.0,1.0,0.0,0.36,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481668,2025,Arturs Silovs,PIT,G,all,3,11836.0,8.48,5.0,171.0,5.96,10.0,22.14,19.0,90.29,82.0,3.97,0.0,47.52,41.0,35.85,48.0,8.12,95.0,15.0,13.0,2.78,1.95,3.75,4.0,1.0,0.0,48.0,0.0,0.0
8481668,2025,Arturs Silovs,PIT,G,5on5,3,9928.0,5.97,5.0,130.0,4.28,8.0,17.34,13.0,67.76,61.0,3.4,0.0,35.51,28.0,27.63,39.0,5.82,72.0,12.0,9.0,1.94,1.58,2.45,4.0,1.0,0.0,37.0,0.0,0.0
8481668,2025,Arturs Silovs,PIT,G,4on5,3,840.0,0.99,0.0,25.0,0.86,1.0,2.59,3.0,10.28,7.0,0.06,0.0,6.0,8.0,3.21,2.0,0.92,11.0,1.0,2.0,0.34,0.1,0.55,0.0,0.0,0.0,11.0,0.0,0.0
8481668,2025,Arturs Silovs,PIT,G,5on4,3,725.0,1.03,0.0,7.0,0.29,1.0,0.77,3.0,5.9,6.0,0.44,0.0,1.48,0.0,3.26,3.0,0.9,4.0,1.0,2.0,0.14,0.14,0.76,0.0,0.0,0.0,0.0,0.0,0.0
8479973,2025,Stuart Skinner,PIT,G,other,3,619.0,0.66,0.0,11.0,0.46,0.0,1.56,2.0,6.42,7.0,0.15,0.0,3.37,4.0,2.71,3.0,0.65,5.0,4.0,0.0,0.16,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8479973,2025,Stuart Skinner,PIT,G,all,3,10512.0,6.17,9.0,133.0,5.07,5.0,19.52,21.0,76.72,71.0,3.16,0.0,40.77,32.0,29.81,36.0,5.97,81.0,15.0,8.0,2.13,2.01,2.02,6.0,2.0,1.0,29.0,0.0,0.0
8479973,2025,Stuart Skinner,PIT,G,5on5,3,7830.0,4.08,6.0,92.0,3.27,5.0,14.06,12.0,52.42,45.0,2.34,0.0,27.56,20.0,20.17,27.0,3.95,58.0,7.0,6.0,1.63,0.96,1.5,6.0,0.0,0.0,21.0,0.0,0.0
8479973,2025,Stuart Skinner,PIT,G,4on5,3,861.0,0.93,2.0,23.0,1.16,0.0,3.27,7.0,13.91,14.0,0.04,0.0,8.7,8.0,4.49,2.0,0.88,15.0,3.0,1.0,0.27,0.37,0.28,0.0,1.0,1.0,4.0,0.0,0.0
8479973,2025,Stuart Skinner,PIT,G,5on4,3,1202.0,0.49,1.0,7.0,0.18,0.0,0.63,0.0,3.98,5.0,0.62,0.0,1.14,0.0,2.44,4.0,0.49,3.0,1.0,1.0,0.07,0.19,0.23,0.0,1.0,0.0,2.0,0.0,0.0
8480843,2025,Lukas Dostal,ANA,G,other,12,866.0,0.91,1.0,13.0,0.28,0.0,0.79,2.0,3.87,4.0,0.15,0.0,2.1,1.0,0.79,1.0,0.87,1.0,3.0,1.0,0.04,0.36,0.52,0.0,0.0,1.0,8.0,0.0,0.0
8480843,2025,Lukas Dostal,ANA,G,all,12,37664.0,31.38,37.0,568.0,20.74,33.0,76.49,61.0,314.79,284.0,12.42,2.0,162.6,141.0,123.06,152.0,30.09,300.0,85.0,40.0,8.23,10.36,12.78,9.0,14.0,14.0,143.0,0.0,0.0
8480843,2025,Lukas Dostal,ANA,G,5on5,12,31289.0,21.51,26.0,471.0,15.65,22.0,65.06,50.0,256.42,231.0,10.19,1.0,133.18,118.0,103.81,132.0,20.82,261.0,61.0,26.0,6.84,7.54,7.13,7.0,12.0,7.0,123.0,0.0,0.0
8480843,2025,Lukas Dostal,ANA,G,4on5,12,2127.0,8.14,8.0,70.0,4.32,11.0,9.21,7.0,45.5,40.0,0.17,1.0,24.54,20.0,12.24,13.0,7.58,30.0,17.0,13.0,1.11,1.89,5.14,1.0,1.0,6.0,10.0,0.0,0.0
8480843,2025,Lukas Dostal,ANA,G,5on4,12,3382.0,0.82,2.0,14.0,0.49,0.0,1.42,2.0,9.0,9.0,1.92,0.0,2.79,2.0,6.22,6.0,0.82,8.0,4.0,0.0,0.24,0.58,0.0,1.0,1.0,0.0,2.0,0.0,0.0
